ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
20010,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
20010,Pelipper,Focus Sash,Drizzle,Steel,Hurricane,Protect,Wide Guard,Weather Ball
20010,Incineroar,Safety Goggles,Intimidate,Grass,Fake Out,Knock Off,Parting Shot,Will-O-Wisp
20010,Raging Bolt,Booster Energy,Protosynthesis,Electric,Thunderbolt,Thunderclap,Dragon Pulse,Protect
20011,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Will-O-Wisp
20011,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20011,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Flare Blitz,Collision Course,Bulk Up,Protect
20011,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect
20011,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Dazzling Gleam,Moonblast,Icy Wind
20011,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Electroweb,Draco Meteor,Thunderbolt
20012,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Substitute,Protect
20012,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
20012,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
20012,Incineroar,Safety Goggles,Intimidate,Water,Flare Blitz,Knock Off,Fake Out,Parting Shot
20012,Raging Bolt,Assault Vest,Protosynthesis,Electric,Draco Meteor,Thunderbolt,Thunderclap,Electroweb
20012,Amoonguss,Covert Cloak,Regenerator,Dark,Spore,Rage Powder,Sludge Bomb,Protect
20013,Miraidon,Life Orb,Hadron Engine,Grass,Volt Switch,Electro Drift,Draco Meteor,Protect
20013,Iron Valiant,Clear Amulet,Quark Drive,Stellar,Close Combat,Knock Off,Spirit Break,Protect
20013,Iron Bundle,Focus Sash,Quark Drive,Ghost,Icy Wind,Freeze-Dry,Encore,Protect
20013,Tornadus,Covert Cloak,Prankster,Dark,Tailwind,Rain Dance,Bleakwind Storm,Scary Face
20013,Incineroar,Assault Vest,Intimidate,Water,Fake Out,U-turn,Flare Blitz,Knock Off
20013,Farigiraf,Throat Spray,Armor Tail,Normal,Hyper Voice,Shadow Ball,Helping Hand,Trick Room
20014,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect
20014,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
20014,Tornadus,Covert Cloak,Prankster,Steel,Hurricane,Tailwind,Protect,Rain Dance
20014,Tsareena,Loaded Dice,Queenly Majesty,Ice,Bullet Seed,Triple Axel,Taunt,Protect
20014,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Will-O-Wisp,Fake Out,Parting Shot
20014,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Icy Wind,Shadow Ball,Protect,Moonblast
20015,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame charge,Protect
20015,Amoonguss,Rocky Helmet,Regenerator,Water,Sludge Bomb,Spore,Rage Powder,Protect
20015,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Thunderclap,Draco Meteor,Snarl
20015,Incineroar,Safety Goggles,Intimidate,Water,Flare Blitz,Taunt,Parting Shot,Fake Out
20015,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind
20015,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Sunny Day,Protect
20016,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Horn Leech,Focus Energy,Spiky Shield
20016,Mienshao,Focus Sash,Inner Focus,Fighting,Close Combat,Fake Out,Taunt,Helping Hand
20016,Lunala,Power Herb,Shadow Shield,Fairy,Moongeist Beam,Meteor Beam,Tailwind,Wide Guard
20016,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect
20016,Kingambit,Safety Goggles,Defiant,Water,Kowtow Cleave,Swords Dance,Sucker Punch,Protect
20016,Clefairy,Eviolite,Friend Guard,Steel,Moonblast,Follow Me,Sing,Protect
20017,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect
20017,Tornadus,Mental Herb,Prankster,Steel,Tailwind,Bleakwind Storm,Rain Dance,Protect
20017,Archaludon,Assault Vest,Stamina,Grass,Electro Shot,Flash Cannon,Draco Meteor,Body Press
20017,Amoonguss,Sitrus Berry,Regenerator,Dark,Rage Powder,Spore,Pollen Puff,Protect
20017,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn
20017,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect
20018,Shadow Rider Calyrex,Focus Sash,As One,Fairy,Protect,Astral Barrage,Draining Kiss,Taunt
20018,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Taunt
20018,Incineroar,Shuca Berry,Intimidate,Water,Flare Blitz,Knock Off,Parting Shot,Fake Out
20018,Urshifu,Choice Scarf,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,U-turn
20018,Farigiraf,Safety Goggles,Cud Chew,Fairy,Psychic,Helping Hand,Imprison,Trick Room
20018,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me
20019,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Protect,Flame Charge,Swords Dance
20019,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Icy Wind,Shadow Ball,Dazzling Gleam
20019,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Calm Mind,Dragon Pulse,Protect
20019,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Parting Shot,Flare Blitz
20019,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,Stomping Tantrum
20019,Grimmsnarl,Light Clay,Prankster,Grass,Thunder Wave,Spirit Break,Reflect,Light Screen
20020,Kyogre,Mystic Water,Drizzle,Water,Water Spout,Ice Beam,Origin Pulse,Protect
20020,Tornadus,Focus Sash,Prankster,Ghost,Bleakwind Storm,Rain Dance,Tailwind,Protect
20020,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
20020,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Sludge Bomb,Earth Power,Protect
20020,Raging Bolt,Leftovers,Protosynthesis,Electric,Thunderclap,Dragon Pulse,Calm Mind,Protect
20020,Rapid Strike Urshifu,Safety Goggles,Unseen Fist,Steel,Surging Strikes,Close Combat,Taunt,Protect
20021,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Protect,Flame Charge,Breaking Swipe,Collision Course
20021,Raging Bolt,Assault Vest,Protosynthesis,Fire,Thunderbolt,Thunderclap,Weather Ball,Dragon Pulse
20021,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Taunt,Sunny Day,Tailwind
20021,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Protect,Shadow Ball,Icy Wind,Moonblast
20021,Bronzong,Leftovers,Levitate,Fire,Protect,Body Press,Iron Defense,Trick Room
20021,Chi-Yu,Life Orb,Beads of Ruin,Ghost,Protect,Snarl,Heat Wave,Dark Pulse
20022,Ice Rider Calyrex,Clear Amulet,As One,Fire,Glacial Lance,Trick Room,Protect,High Horsepower
20022,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Foul Play,Helping Hand,Hyper Voice,Trick Room
20022,Raichu,Focus Sash,Lightning Rod,Ghost,Nuzzle,Fake Out,Encore,Volt Switch
20022,Amoonguss,Rocky Helmet,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Protect
20022,Incineroar,Safety Goggles,Intimidate,Ghost,Will-O-Wisp,Fake Out,Parting Shot,Knock Off
20022,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,U-turn,Aqua Jet,Close Combat,Surging Strikes
20023,Kyogre,Mystic Water,Drizzle,Water,Water Spout,Origin Pulse,Ice Beam,Protect
20023,Clefairy,Eviolite,Friend Guard,Grass,Sing,Helping Hand,Follow Me,Protect
20023,Tornadus,Covert Cloak,Prankster,Dark,Hurricane,Tailwind,Rain Dance,Taunt
20023,Raging Bolt,Assault Vest,Protosynthesis,Water,Thunderbolt,Draco Meteor,Thunderclap,Weather Ball
20023,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Sandsear Storm,Protect
20023,Rillaboom,Miracle Seed,Grassy Surge,Fire,Stomping Tantrum,Grassy Glide,U-turn,Fake Out
20024,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Parting Shot,Helping Hand
20024,Shadow Rider Calyrex,Focus Sash,As One ,Ghost,Astral Barrage,Pollen Puff,Will-O-Wisp,Protect
20024,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Calm Mind,Dragon Pulse,Protect
20024,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,U-turn,Grassy Glide
20024,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Encore,Spiky Shield
20024,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Rock Tomb,U-turn
20025,Zamazenta,Rusted Shield,Dauntless Shield,Grass,Body Press,Heavy Slam,Protect,Iron Defense
20025,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
20025,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Thunderclap,Draco Meteor,Snarl
20025,Pelipper,Focus Sash,Drizzle,Ghost,Wide Guard,Weather Ball,Hurricane,Protect
20025,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Taunt,Parting Shot
20025,Gholdengo,Leftovers,Good as Gold,Normal,Protect,Nasty Plot,Make It Rain,Shadow Ball
20026,Kyogre,Mystic Water,Drizzle,Water,Protect,Ice Beam,Water Spout,Origin Pulse
20026,Archaludon,Assault Vest,Stamina,Fairy,Body Press,Draco Meteor,Electro Shot,Flash Cannon
20026,Rillaboom,Sitrus Berry,Grassy Surge,Poison,Fake Out,High Horsepower,Wood Hammer,Grassy Glide
20026,Farigiraf,Throat Spray,Armor Tail,Fairy,Psychic,Trick Room,Protect,Hyper Voice
20026,Tornadus,Rocky Helmet,Prankster,Steel,Tailwind,Protect,Bleakwind Storm,Rain Dance
20026,Chi-Yu,Focus Sash,Beads of Ruin,Ghost,Protect,Dark Pulse,Heat Wave,Snarl
20027,Terapagos,Choice Specs,Tera Shift,Stellar,Tera Starstorm,Sleep Talk,,
20027,Chi-Yu,Focus Sash,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Overheat,Protect
20027,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Rain Dance,Tailwind,Protect
20027,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Water,Surging Strikes,Taunt,Close Combat,Detect
20027,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Pollen Puff,Rage Powder,Spore
20027,Raging Bolt,Assault Vest,Protosynthesis,Grass,Thunderbolt,Draco Meteor,Thunderclap,Snarl
20028,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Steel,Surging Strikes,Aqua Jet,Close Combat,Detect
20028,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect
20028,Zacian,Rusted Sword,Intrepid Sword,Stellar,Behemoth Blade,Play Rough,Sacred Sword,Protect
20028,Regidrago,Dragon Fang,Dragon's Maw,Steel,Dragon Energy,Draco Meteor,Earth Power,Protect
20028,Chi-Yu,Life Orb,Beads of Ruin,Ghost,Heat Wave,Overheat,Snarl,Protect
20028,Indeedee ♀,Rocky Helmet,Psychic Surge,Fairy,Alluring Voice,Follow Me,Trick Room,Imprison
20029,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect
20029,Kingambit,Safety Goggles,Defiant,Dark,Kowtow Cleave,Sucker Punch,Quick Guard,Protect
20029,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Icy Wind,Protect
20029,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Spiky Shield,Swords Dance
20029,Rillaboom,Assault Vest,Grassy Surge,Poison,Fake Out,Wood Hammer,Grassy Glide,U-turn
20029,Raging Bolt,Grassy Seed,Protosynthesis,Water,Thunderclap,Dragon Pulse,Calm Mind,Protect
20030,Alolan Ninetales,Focus Sash,Snow Warning,Ghost,Blizzard,Moonblast,Aurora Veil,Protect
20030,White Kyurem,Choice Specs,Turboblaze,Ice,Blizzard,Freeze-Dry,Fusion Flare,Earth Power
20030,Bronzong,Safety Goggles,Levitate,Electric,Gyro Ball,Psychic Noise,Helping Hand,Trick Room
20030,Rillaboom,Miracle Seed,Grassy Surge,Poison,Wood Hammer,Grassy Glide,Fake Out,Protect
20030,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Snarl,Stomping Tantrum
20030,Milotic,Leftovers,Competitive,Dragon,Muddy Water,Icy Wind,Coil,Recover
20031,Lunala,Power Herb,Shadow Shield,Fairy,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
20031,Amoonguss,Rocky Helmet,Regenerator,Dark,Pollen Puff,Spore,Rage Powder,Protect
20031,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off
20031,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,U-turn,Aqua Jet,Surging Strikes,Close Combat
20031,Ursaluna,Flame Orb,Guts,Ghost,Headlong Rush,Facade,Shadow Claw,Protect
20031,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Dragon Pulse,Snarl
20032,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Bulk Up,Protect
20032,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect
20032,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Parting Shot,Will-O-Wisp,Fake Out
20032,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20032,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Thunderclap,Draco Meteor,Electroweb
20032,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Icy Wind
20033,Indeedee ♀,Rocky Helmet,Psychic Surge,Grass,Helping Hand,Follow Me,Trick Room,Shadow Ball
20033,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Protect,Blood Moon,Hyper Voice,Earth Power
20033,Shadow Rider Calyrex,Choice Specs,As One ,Ghost,Astral Barrage,Expanding Force,Shadow Ball,Dark Pulse
20033,Mienshao,Focus Sash,Inner Focus,Fighting,Close Combat,Wide Guard,Feint,Taunt
20033,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Horn Leech,Ivy Cudgel
20033,Gallade,Clear Amulet,Sharpness,Grass,Wide Guard,Trick Room,Sacred Sword,Psycho Cut
20034,Kyogre,Mystic Water,Drizzle,Water,Water Spout,Origin Pulse,Ice Beam,Protect
20034,Tornadus,Rocky Helmet,Prankster,Steel,Tailwind,Rain Dance,Bleakwind Storm,Protect
20034,Rapid Strike Urshifu,Choice Band,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
20034,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
20034,Gholdengo,Leftovers,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Protect
20034,Ting-Lu,Assault Vest,Vessel of Ruin,Poison,Stomping Tantrum,Heavy Slam,Body Press,Payback
20035,Kyogre,Leftovers,Drizzle,Grass,Origin Pulse,Thunder,Ice Beam,Protect
20035,Rillaboom,Clear Amulet,Grassy Surge,Grass,High Horsepower,Grassy Glide,Fake Out,U-turn
20035,Whimsicott,Focus Sash,Prankster,Fairy,Moonblast,Tailwind,Fake Tears,Taunt
20035,Chi-Yu,Life Orb,Beads of Ruin,Ghost,Dark Pulse,Snarl,Heat Wave,Protect
20035,Archaludon,Assault Vest,Stamina,Bug,Flash Cannon,Draco Meteor,Electro Shot,Body Press
20035,Tsareena,Wide Lens,Queenly Majesty,Fire,Triple Axel,Bullet Seed,Helping Hand,Protect
20036,Koraidon,Assault Vest,Orichalcum Pulse,Fire,Breaking Swipe,U-turn,Collision Course,Flare Blitz
20036,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Sunny Day,Protect
20036,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Draco Meteor,Flamethrower,Protect
20036,Landorus Therian,Choice Scarf,Intimidate,Flying,Stomping Tantrum,U-turn,Rock Slide,Tera Blast
20036,Kingambit,Black Glasses,Defiant,Poison,Iron Head,Kowtow Cleave,Sucker Punch,Protect
20036,Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Horn Leech,Play Rough,Spiky Shield
20037,Tornadus,Covert Cloak,Prankster,Ghost,Taunt,Protect,Tailwind,Bleakwind Storm
20037,Okidogi,Sitrus Berry,Guard Dog,Dragon,Poison Jab,Knock Off,Drain Punch,Protect
20037,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Sacred Sword,Icicle Crash,Sucker Punch,Protect
20037,Zapdos,Magnet,Static,Electric,Thunder,Detect,Pluck,Zap Cannon
20037,Rillaboom,Assault Vest,Grassy Surge,Grass,Wood Hammer,Grassy Glide,U-turn,High Horsepower
20037,Terapagos,Leftovers,Tera Shift,Stellar,Tera Starstorm,Calm Mind,Toxic,Water Pulse
20038,Zamazenta,Rusted Shield,Dauntless Shield,Ground,Iron Defense,Behemoth Bash,Body Press,Wide Guard
20038,Grimmsnarl,Light Clay,Prankster,Ghost,Light Screen,Reflect,Parting Shot,Spirit Break
20038,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Sludge Bomb,Protect
20038,Tornadus,Covert Cloak,Prankster,Dark,Tailwind,Taunt,Bleakwind Storm,Rain Dance
20038,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,U-turn,Surging Strikes,Close Combat,Aqua Jet
20038,Rillaboom,Assault Vest,Grassy Surge,Ground,Grassy Glide,Fake Out,Wood Hammer,High Horsepower
20039,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Snarl,Overheat,Heat Wave,Dark Pulse
20039,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
20039,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
20039,Whimsicott,Covert Cloak,Prankster,Fire,Tailwind,Moonblast,Encore,Taunt
20039,Terapagos,Leftovers,Tera Shell,Stellar,Calm Mind,Tera Starstorm,Earth Power,Protect
20039,Rillaboom,Miracle Seed,Grassy Surge,Grass,Grassy Glide,Wood Hammer,Fake Out,U-turn
20040,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Hydro Pump,Ice Beam,Protect
20040,Tornadus,Rocky Helmet,Prankster,Dark,Bleakwind Storm,Rain Dance,Tailwind,Protect
20040,Archaludon,Assault Vest,Stamina,Grass,Body Press,Flash Cannon,Electro Shot,Dragon Pulse
20040,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect
20040,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,Ice Spinner,U-turn
20040,Tsareena,Wide Lens,Queenly Majesty,Fire,Power Whip,Triple Axel,Taunt,Helping Hand
20041,Urshifu,Choice Scarf,Unseen Fist,Ground,Wicked Blow,Close Combat,Sucker Punch,U-turn
20041,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Taunt,Protect
20041,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Draco Meteor,Thunderclap,Volt Switch,Weather Ball
20041,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Will-O-Wisp,Fake Out,Parting Shot
20041,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Pollen Puff,Rage Powder,Protect
20041,Groudon,Clear Amulet,Drought,Fire,Precipice Blades,Heat Crash,Rock Tomb,Protect
20042,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect
