ID,Torneo,Tipo_Torneo,Player,Rondas,Equipo,Wins,Losses
20160,The Wide League Saturday Night Rumble #48 (REG G),No-Oficial,fridgepanda26,https://play.limitlesstcg.com/api/tournaments/663059a8bd59c305cfa95432/pairings,"[{'id': 'chien-pao', 'name': 'Chien-Pao', 'item': 'Focus Sash', 'ability': 'Sword of Ruin', 'attacks': ['Ice Spinner', 'Crunch', 'Sacred Sword', 'Protect'], 'tera': 'Ghost'}, {'id': 'dragonite', 'name': 'Dragonite', 'item': 'Choice Band', 'ability': 'Inner Focus', 'attacks': ['Extreme Speed', 'Outrage', 'Aqua Jet', 'Iron Head'], 'tera': 'Normal'}, {'id': 'tornadus', 'name': 'Tornadus', 'item': 'Covert Cloak', 'ability': 'Prankster', 'attacks': ['Bleakwind Storm', 'Rain Dance', 'Tailwind', 'Protect'], 'tera': 'Ghost'}, {'id': 'landorus', 'name': 'Landorus', 'item': 'Life Orb', 'ability': 'Sheer Force', 'attacks': ['Earth Power', 'Psychic', 'Sludge Bomb', 'Protect'], 'tera': 'Stellar'}, {'id': 'calyrex-shadow-rider', 'name': 'Shadow Rider Calyrex', 'item': 'Choice Scarf', 'ability': 'As One ', 'attacks': ['Astral Barrage', 'Expanding Force', 'Draining Kiss', 'Psychic'], 'tera': 'Ghost'}, {'id': 'indeedee-f', 'name': 'Indeedee ♀', 'item': 'Rocky Helmet', 'ability': 'Psychic Surge', 'attacks': ['Dazzling Gleam', 'Follow Me', 'Helping Hand', 'Trick Room'], 'tera': 'Fairy'}]",0,2
20161,The Wide League Saturday Night Rumble #48 (REG G),No-Oficial,chris1012,https://play.limitlesstcg.com/api/tournaments/663059a8bd59c305cfa95432/pairings,"[{'id': 'incineroar', 'name': 'Incineroar', 'item': 'Sitrus Berry', 'ability': 'Intimidate', 'attacks': ['Flamethrower', 'Knock Off', 'Parting Shot', 'Fake Out'], 'tera': 'Water'}, {'id': 'amoonguss', 'name': 'Amoonguss', 'item': 'Black Sludge', 'ability': 'Effect Spore', 'attacks': ['Mega Drain', 'Toxic', 'Spore', 'Protect'], 'tera': 'Grass'}, {'id': 'zacian-crowned', 'name': 'Zacian', 'item': 'Rusted Sword', 'ability': 'Intrepid Sword', 'attacks': ['Swords Dance', 'Behemoth Blade', 'Sacred Sword', 'Moonblast'], 'tera': 'Fairy'}, {'id': 'gholdengo', 'name': 'Gholdengo', 'item': 'Leftovers', 'ability': 'Good as Gold', 'attacks': ['Make It Rain', 'Shadow Ball', 'Tera Blast', 'Confuse Ray'], 'tera': 'Fairy'}, {'id': 'farigiraf', 'name': 'Farigiraf', 'item': 'Throat Spray', 'ability': 'Armor Tail', 'attacks': ['Trick Room', 'Hyper Voice', 'Nasty Plot', 'Helping Hand'], 'tera': 'Psychic'}, {'id': 'ogerpon-wellspring', 'name': 'Wellspring Mask Ogerpon', 'item': 'Wellspring Mask', 'ability': 'Water Absorb', 'attacks': ['Ivy Cudgel', 'Horn Leech', 'Follow Me', 'Spiky Shield'], 'tera': 'Water'}]",0,7
20162,The Wide League Saturday Night Rumble #48 (REG G),No-Oficial,oggeese,https://play.limitlesstcg.com/api/tournaments/663059a8bd59c305cfa95432/pairings,"[{'id': 'eternatus', 'name': 'Eternatus', 'item': 'Power Herb', 'ability': 'Pressure', 'attacks': ['Meteor Beam', 'Sludge Bomb', 'Dynamax Cannon', 'Flamethrower'], 'tera': 'Grass'}, {'id': 'chi-yu', 'name': 'Chi-Yu', 'item': 'Choice Specs', 'ability': 'Beads of Ruin', 'attacks': ['Heat Wave', 'Snarl', 'Dark Pulse', 'Overheat'], 'tera': 'Ghost'}, {'id': 'ogerpon-wellspring', 'name': 'Wellspring Mask Ogerpon', 'item': 'Wellspring Mask', 'ability': 'Water Absorb', 'attacks': ['Ivy Cudgel', 'Horn Leech', 'Follow Me', 'Spiky Shield'], 'tera': 'Water'}, {'id': 'tornadus', 'name': 'Tornadus', 'item': 'Mental Herb', 'ability': 'Prankster', 'attacks': ['Tailwind', 'Bleakwind Storm', 'Taunt', 'Sunny Day'], 'tera': 'Ghost'}, {'id': 'urshifu', 'name': 'Urshifu', 'item': 'Focus Sash', 'ability': 'Unseen Fist', 'attacks': ['Wicked Blow', 'Close Combat', 'Sucker Punch', 'Detect'], 'tera': 'Dark'}, {'id': 'flutter-mane', 'name': 'Flutter Mane', 'item': 'Booster Energy', 'ability': 'Protosynthesis', 'attacks': ['Dazzling Gleam', 'Moonblast', 'Icy Wind', 'Protect'], 'tera': 'Fairy'}]",0,7
20163,The Wide League Saturday Night Rumble #48 (REG G),No-Oficial,sabasaber,https://play.limitlesstcg.com/api/tournaments/663059a8bd59c305cfa95432/pairings,"[{'id': 'terapagos', 'name': 'Terapagos', 'item': 'Choice Specs', 'ability': 'Tera Shift', 'attacks': ['Tera Starstorm', 'Earth Power', 'Hyper Beam', 'Sleep Talk'], 'tera': 'Stellar'}, {'id': 'urshifu-rapid-strike', 'name': 'Rapid Strike Urshifu', 'item': 'Choice Scarf', 'ability': 'Unseen Fist', 'attacks': ['Surging Strikes', 'Aqua Jet', 'Close Combat', 'U-turn'], 'tera': 'Water'}, {'id': 'chi-yu', 'name': 'Chi-Yu', 'item': 'Safety Goggles', 'ability': 'Beads of Ruin', 'attacks': ['Heat Wave', 'Dark Pulse', 'Will-O-Wisp', 'Protect'], 'tera': 'Ghost'}, {'id': 'tornadus', 'name': 'Tornadus', 'item': 'Covert Cloak', 'ability': 'Prankster', 'attacks': ['Bleakwind Storm', 'Tailwind', 'Taunt', 'Rain Dance'], 'tera': 'Dark'}, {'id': 'flutter-mane', 'name': 'Flutter Mane', 'item': 'Booster Energy', 'ability': 'Protosynthesis', 'attacks': ['Shadow Ball', 'Protect', 'Icy Wind', 'Moonblast'], 'tera': 'Fairy'}, {'id': 'amoonguss', 'name': 'Amoonguss', 'item': 'Rocky Helmet', 'ability': 'Regenerator', 'attacks': ['Rage Powder', 'Spore', 'Pollen Puff', 'Protect'], 'tera': 'Water'}]",0,2
20164,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,saikovgc,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'zamazenta-crowned', 'name': 'Zamazenta', 'item': 'Rusted Shield', 'ability': 'Dauntless Shield', 'attacks': ['Protect', 'Behemoth Bash', 'Body Press', 'Iron Defense'], 'tera': 'Water'}, {'id': 'indeedee-f', 'name': 'Indeedee ♀', 'item': 'Psychic Seed', 'ability': 'Psychic Surge', 'attacks': ['Protect', 'Psychic', 'Follow Me', 'Heal Pulse'], 'tera': 'Fairy'}, {'id': 'ogerpon-cornerstone', 'name': 'Cornerstone Mask Ogerpon', 'item': 'Cornerstone Mask', 'ability': 'Sturdy', 'attacks': ['Spiky Shield', 'Follow Me', 'Ivy Cudgel', 'Wood Hammer'], 'tera': 'Rock'}, {'id': 'chien-pao', 'name': 'Chien-Pao', 'item': 'Focus Sash', 'ability': 'Sword of Ruin', 'attacks': ['Protect', 'Icicle Crash', 'Crunch', 'Sacred Sword'], 'tera': 'Stellar'}, {'id': 'raging-bolt', 'name': 'Raging Bolt', 'item': 'Assault Vest', 'ability': 'Protosynthesis', 'attacks': ['Thunderbolt', 'Electroweb', 'Draco Meteor', 'Thunderclap'], 'tera': 'Flying'}, {'id': 'gholdengo', 'name': 'Gholdengo', 'item': 'Life Orb', 'ability': 'Good as Gold', 'attacks': ['Protect', 'Make It Rain', 'Shadow Ball', 'Nasty Plot'], 'tera': 'Normal'}]",9,2
20165,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,tomma,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'terapagos', 'name': 'Terapagos', 'item': 'Leftovers', 'ability': 'Tera Shift', 'attacks': ['Tera Starstorm', 'Protect', 'Calm Mind', 'Earth Power'], 'tera': 'Stellar'}, {'id': 'incineroar', 'name': 'Incineroar', 'item': 'Sitrus Berry', 'ability': 'Intimidate', 'attacks': ['Fake Out', 'Parting Shot', 'Will-O-Wisp', 'Knock Off'], 'tera': 'Ghost'}, {'id': 'tornadus', 'name': 'Tornadus', 'item': 'Covert Cloak', 'ability': 'Prankster', 'attacks': ['Tailwind', 'Taunt', 'Bleakwind Storm', 'Rain Dance'], 'tera': 'Flying'}, {'id': 'amoonguss', 'name': 'Amoonguss', 'item': 'Rocky Helmet', 'ability': 'Regenerator', 'attacks': ['Spore', 'Rage Powder', 'Pollen Puff', 'Protect'], 'tera': 'Water'}, {'id': 'raging-bolt', 'name': 'Raging Bolt', 'item': 'Booster Energy', 'ability': 'Protosynthesis', 'attacks': ['Calm Mind', 'Protect', 'Dragon Pulse', 'Thunderclap'], 'tera': 'Fairy'}, {'id': 'ogerpon-hearthflame', 'name': 'Hearthflame Mask Ogerpon', 'item': 'Hearthflame Mask', 'ability': 'Mold Breaker', 'attacks': ['Follow Me', 'Spiky Shield', 'Horn Leech', 'Ivy Cudgel'], 'tera': 'Fire'}]",10,1
20166,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,daazak,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'terapagos', 'name': 'Terapagos', 'item': 'Clear Amulet', 'ability': 'Tera Shift', 'attacks': ['Calm Mind', 'Protect', 'Tera Starstorm', 'Earth Power'], 'tera': 'Stellar'}, {'id': 'tornadus', 'name': 'Tornadus', 'item': 'Covert Cloak', 'ability': 'Prankster', 'attacks': ['Icy Wind', 'Tailwind', 'Taunt', 'Bleakwind Storm'], 'tera': 'Steel'}, {'id': 'araquanid', 'name': 'Araquanid', 'item': 'Safety Goggles', 'ability': 'Water Bubble', 'attacks': ['Protect', 'Wide Guard', 'Liquidation', 'Leech Life'], 'tera': 'Steel'}, {'id': 'ogerpon-cornerstone', 'name': 'Cornerstone Mask Ogerpon', 'item': 'Cornerstone Mask', 'ability': 'Sturdy', 'attacks': ['Follow Me', 'Ivy Cudgel', 'Horn Leech', 'Spiky Shield'], 'tera': 'Rock'}, {'id': 'magmar', 'name': 'Magmar', 'item': 'Eviolite', 'ability': 'Flame Body', 'attacks': ['Follow Me', 'Will-O-Wisp', 'Taunt', 'Protect'], 'tera': 'Grass'}, {'id': 'comfey', 'name': 'Comfey', 'item': 'Sitrus Berry', 'ability': 'Triage', 'attacks': ['Draining Kiss', 'Floral Healing', 'Trick Room', 'Protect'], 'tera': 'Steel'}]",8,2
20167,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,pontusvgc,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'miraidon', 'name': 'Miraidon', 'item': 'Choice Specs', 'ability': 'Hadron Engine', 'attacks': ['Electro Drift', 'Draco Meteor', 'Dazzling Gleam', 'Volt Switch'], 'tera': 'Fairy'}, {'id': 'farigiraf', 'name': 'Farigiraf', 'item': 'Sitrus Berry', 'ability': 'Armor Tail', 'attacks': ['Psychic', 'Foul Play', 'Trick Room', 'Helping Hand'], 'tera': 'Water'}, {'id': 'ursaluna-bloodmoon', 'name': 'Bloodmoon Ursaluna', 'item': 'Life Orb', 'ability': ""Mind's Eye"", 'attacks': ['Hyper Voice', 'Blood Moon', 'Earth Power', 'Protect'], 'tera': 'Normal'}, {'id': 'flutter-mane', 'name': 'Flutter Mane', 'item': 'Booster Energy', 'ability': 'Protosynthesis', 'attacks': ['Moonblast', 'Icy Wind', 'Taunt', 'Protect'], 'tera': 'Water'}, {'id': 'incineroar', 'name': 'Incineroar', 'item': 'Assault Vest', 'ability': 'Intimidate', 'attacks': ['Knock Off', 'Flare Blitz', 'U-turn', 'Fake Out'], 'tera': 'Dragon'}, {'id': 'urshifu', 'name': 'Urshifu', 'item': 'Focus Sash', 'ability': 'Unseen Fist', 'attacks': ['Wicked Blow', 'Close Combat', 'Sucker Punch', 'Detect'], 'tera': 'Dark'}]",7,3
20168,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,bwenty,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'miraidon', 'name': 'Miraidon', 'item': 'Choice Specs', 'ability': 'Hadron Engine', 'attacks': ['Electro Drift', 'Draco Meteor', 'Volt Switch', 'Dazzling Gleam'], 'tera': 'Fairy'}, {'id': 'farigiraf', 'name': 'Farigiraf', 'item': 'Sitrus Berry', 'ability': 'Armor Tail', 'attacks': ['Psychic', 'Foul Play', 'Trick Room', 'Helping Hand'], 'tera': 'Fire'}, {'id': 'tornadus', 'name': 'Tornadus', 'item': 'Rocky Helmet', 'ability': 'Prankster', 'attacks': ['Bleakwind Storm', 'Tailwind', 'Rain Dance', 'Protect'], 'tera': 'Steel'}, {'id': 'ogerpon-wellspring', 'name': 'Wellspring Mask Ogerpon', 'item': 'Wellspring Mask', 'ability': 'Water Absorb', 'attacks': ['Ivy Cudgel', 'Horn Leech', 'Follow Me', 'Spiky Shield'], 'tera': 'Water'}, {'id': 'iron-hands', 'name': 'Iron Hands', 'item': 'Assault Vest', 'ability': 'Quark Drive', 'attacks': ['Drain Punch', 'Wild Charge', 'Volt Switch', 'Fake Out'], 'tera': 'Water'}, {'id': 'ursaluna-bloodmoon', 'name': 'Bloodmoon Ursaluna', 'item': 'Life Orb', 'ability': ""Mind's Eye"", 'attacks': ['Blood Moon', 'Hyper Voice', 'Earth Power', 'Protect'], 'tera': 'Normal'}]",8,1
20169,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,koonky2,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'miraidon', 'name': 'Miraidon', 'item': 'Choice Specs', 'ability': 'Hadron Engine', 'attacks': ['Electro Drift', 'Draco Meteor', 'Dazzling Gleam', 'Volt Switch'], 'tera': 'Fairy'}, {'id': 'farigiraf', 'name': 'Farigiraf', 'item': 'Sitrus Berry', 'ability': 'Armor Tail', 'attacks': ['Psychic', 'Foul Play', 'Trick Room', 'Helping Hand'], 'tera': 'Water'}, {'id': 'ursaluna-bloodmoon', 'name': 'Bloodmoon Ursaluna', 'item': 'Life Orb', 'ability': ""Mind's Eye"", 'attacks': ['Protect', 'Hyper Voice', 'Earth Power', 'Blood Moon'], 'tera': 'Normal'}, {'id': 'flutter-mane', 'name': 'Flutter Mane', 'item': 'Booster Energy', 'ability': 'Protosynthesis', 'attacks': ['Protect', 'Moonblast', 'Icy Wind', 'Taunt'], 'tera': 'Fairy'}, {'id': 'incineroar', 'name': 'Incineroar', 'item': 'Assault Vest', 'ability': 'Intimidate', 'attacks': ['Flare Blitz', 'Knock Off', 'U-turn', 'Fake Out'], 'tera': 'Dragon'}, {'id': 'urshifu', 'name': 'Urshifu', 'item': 'Focus Sash', 'ability': 'Unseen Fist', 'attacks': ['Wicked Blow', 'Close Combat', 'Sucker Punch', 'Detect'], 'tera': 'Dark'}]",7,2
20170,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,ducelimone,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'chien-pao', 'name': 'Chien-Pao', 'item': 'Focus Sash', 'ability': 'Sword of Ruin', 'attacks': ['Sacred Sword', 'Ice Spinner', 'Sucker Punch', 'Protect'], 'tera': 'Stellar'}, {'id': 'chi-yu', 'name': 'Chi-Yu', 'item': 'Choice Scarf', 'ability': 'Beads of Ruin', 'attacks': ['Heat Wave', 'Overheat', 'Dark Pulse', 'Snarl'], 'tera': 'Ghost'}, {'id': 'dondozo', 'name': 'Dondozo', 'item': 'Leftovers', 'ability': 'Unaware', 'attacks': ['Wave Crash', 'Earthquake', 'Order Up', 'Protect'], 'tera': 'Fairy'}, {'id': 'tatsugiri', 'name': 'Tatsugiri', 'item': 'Sitrus Berry', 'ability': 'Commander', 'attacks': ['Draco Meteor', 'Helping Hand', 'Muddy Water', 'Protect'], 'tera': 'Steel'}, {'id': 'dragonite', 'name': 'Dragonite', 'item': 'Choice Band', 'ability': 'Inner Focus', 'attacks': ['Extreme Speed', 'Outrage', 'Aqua Jet', 'Stomping Tantrum'], 'tera': 'Normal'}, {'id': 'miraidon', 'name': 'Miraidon', 'item': 'Covert Cloak', 'ability': 'Hadron Engine', 'attacks': ['Electro Drift', 'Draco Meteor', 'Volt Switch', 'Protect'], 'tera': 'Electric'}]",7,2
20171,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,ariesxvgc,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'terapagos', 'name': 'Terapagos', 'item': 'Choice Specs', 'ability': 'Tera Shift', 'attacks': ['Tera Starstorm', 'Sleep Talk', 'Earth Power', 'Ice Beam'], 'tera': 'Stellar'}, {'id': 'flutter-mane', 'name': 'Flutter Mane', 'item': 'Focus Sash', 'ability': 'Protosynthesis', 'attacks': ['Protect', 'Moonblast', 'Shadow Ball', 'Taunt'], 'tera': 'Fairy'}, {'id': 'incineroar', 'name': 'Incineroar', 'item': 'Safety Goggles', 'ability': 'Intimidate', 'attacks': ['Fake Out', 'Knock Off', 'Flare Blitz', 'Parting Shot'], 'tera': 'Ghost'}, {'id': 'amoonguss', 'name': 'Amoonguss', 'item': 'Sitrus Berry', 'ability': 'Regenerator', 'attacks': ['Protect', 'Spore', 'Rage Powder', 'Pollen Puff'], 'tera': 'Water'}, {'id': 'urshifu-rapid-strike', 'name': 'Rapid Strike Urshifu', 'item': 'Choice Scarf', 'ability': 'Unseen Fist', 'attacks': ['Close Combat', 'Surging Strikes', 'Aqua Jet', 'U-turn'], 'tera': 'Water'}, {'id': 'rillaboom', 'name': 'Rillaboom', 'item': 'Assault Vest', 'ability': 'Grassy Surge', 'attacks': ['Fake Out', 'Grassy Glide', 'Wood Hammer', 'U-turn'], 'tera': 'Fire'}]",7,2
20172,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,lerotri,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'incineroar', 'name': 'Incineroar', 'item': 'Safety Goggles', 'ability': 'Intimidate', 'attacks': ['Knock Off', 'Will-O-Wisp', 'Parting Shot', 'Fake Out'], 'tera': 'Water'}, {'id': 'terapagos', 'name': 'Terapagos', 'item': 'Covert Cloak', 'ability': 'Tera Shift', 'attacks': ['Tera Starstorm', 'Earth Power', 'Calm Mind', 'Protect'], 'tera': 'Stellar'}, {'id': 'amoonguss', 'name': 'Amoonguss', 'item': 'Sitrus Berry', 'ability': 'Regenerator', 'attacks': ['Pollen Puff', 'Rage Powder', 'Spore', 'Protect'], 'tera': 'Water'}, {'id': 'gholdengo', 'name': 'Gholdengo', 'item': 'Choice Specs', 'ability': 'Good as Gold', 'attacks': ['Make It Rain', 'Shadow Ball', 'Thunderbolt', 'Power Gem'], 'tera': 'Dragon'}, {'id': 'urshifu-rapid-strike', 'name': 'Rapid Strike Urshifu', 'item': 'Choice Scarf', 'ability': 'Unseen Fist', 'attacks': ['Close Combat', 'Surging Strikes', 'U-turn', 'Aqua Jet'], 'tera': 'Grass'}, {'id': 'raging-bolt', 'name': 'Raging Bolt', 'item': 'Assault Vest', 'ability': 'Protosynthesis', 'attacks': ['Thunderbolt', 'Dragon Pulse', 'Thunderclap', 'Electroweb'], 'tera': 'Fairy'}]",6,2
20173,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,crestofhope,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'tornadus', 'name': 'Tornadus', 'item': 'Focus Sash', 'ability': 'Prankster', 'attacks': ['Bleakwind Storm', 'Protect', 'Tailwind', 'Rain Dance'], 'tera': 'Ghost'}, {'id': 'farigiraf', 'name': 'Farigiraf', 'item': 'Sitrus Berry', 'ability': 'Armor Tail', 'attacks': ['Helping Hand', 'Dazzling Gleam', 'Trick Room', 'Imprision'], 'tera': 'Fairy'}, {'id': 'regieleki', 'name': 'Regieleki', 'item': 'Life Orb', 'ability': 'Transistor', 'attacks': ['Protect', 'Tera Blast', 'Thunder', 'Electroweb'], 'tera': 'Fairy'}, {'id': 'ursaluna-bloodmoon', 'name': 'Bloodmoon Ursaluna', 'item': 'Silk Scarf', 'ability': ""Mind's Eye"", 'attacks': ['Blood Moon', 'Protect', 'Vacuum Wave', 'Hyper Voice'], 'tera': 'Normal'}, {'id': 'urshifu', 'name': 'Urshifu', 'item': 'Choice Band', 'ability': 'Unseen Fist', 'attacks': ['Wicked Blow', 'Sucker Punch', 'Close Combat', 'Poison Jab'], 'tera': 'Poison'}, {'id': 'kyogre', 'name': 'Kyogre', 'item': 'Choice Specs', 'ability': 'Drizzle', 'attacks': ['Water Spout', 'Hydro Pump', 'Ice Beam', 'Origin Pulse'], 'tera': 'Water'}]",6,2
20174,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,pyprod,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'calyrex-shadow-rider', 'name': 'Shadow Rider Calyrex', 'item': 'Focus Sash', 'ability': 'As One', 'attacks': ['Nasty Plot', 'Astral Barrage', 'Protect', 'Psyshock'], 'tera': 'Ghost'}, {'id': 'incineroar', 'name': 'Incineroar', 'item': 'Safety Goggles', 'ability': 'Intimidate', 'attacks': ['Fake Out', 'Parting Shot', 'Flare Blitz', 'Will-O-Wisp'], 'tera': 'Ghost'}, {'id': 'landorus', 'name': 'Landorus', 'item': 'Life Orb', 'ability': 'Sheer Force', 'attacks': ['Earth Power', 'Protect', 'Sandsear Storm', 'Sludge Bomb'], 'tera': 'Steel'}, {'id': 'urshifu-rapid-strike', 'name': 'Rapid Strike Urshifu', 'item': 'Choice Scarf', 'ability': 'Unseen Fist', 'attacks': ['U-turn', 'Close Combat', 'Surging Strikes', 'Brick Break'], 'tera': 'Ghost'}, {'id': 'tornadus', 'name': 'Tornadus', 'item': 'Covert Cloak', 'ability': 'Prankster', 'attacks': ['Tailwind', 'Bleakwind Storm', 'Rain Dance', 'Focus Blast'], 'tera': 'Dark'}, {'id': 'clefairy', 'name': 'Clefairy', 'item': 'Eviolite', 'ability': 'Friend Guard', 'attacks': ['Helping Hand', 'After You', 'Protect', 'Follow Me'], 'tera': 'Grass'}]",5,3
20175,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,pakoglitch,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'rillaboom', 'name': 'Rillaboom', 'item': 'Assault Vest', 'ability': 'Grassy Surge', 'attacks': ['Grassy Glide', 'U-turn', 'Fake Out', 'Wood Hammer'], 'tera': 'Fire'}, {'id': 'incineroar', 'name': 'Incineroar', 'item': 'Sitrus Berry', 'ability': 'Intimidate', 'attacks': ['Knock Off', 'Parting Shot', 'Fake Out', 'Will-O-Wisp'], 'tera': 'Water'}, {'id': 'urshifu-rapid-strike', 'name': 'Rapid Strike Urshifu', 'item': 'Choice Scarf', 'ability': 'Unseen Fist', 'attacks': ['Surging Strikes', 'U-turn', 'Aqua Jet', 'Close Combat'], 'tera': 'Steel'}, {'id': 'gholdengo', 'name': 'Gholdengo', 'item': 'Metal Coat', 'ability': 'Good as Gold', 'attacks': ['Make It Rain', 'Nasty Plot', 'Protect', 'Shadow Ball'], 'tera': 'Normal'}, {'id': 'comfey', 'name': 'Comfey', 'item': 'Covert Cloak', 'ability': 'Triage', 'attacks': ['Draining Kiss', 'Psych Up', 'Protect', 'Floral Healing'], 'tera': 'Poison'}, {'id': 'terapagos', 'name': 'Terapagos', 'item': 'Clear Amulet', 'ability': 'Tera Shift', 'attacks': ['Tera Starstorm', 'Calm Mind', 'Protect', 'Earth Power'], 'tera': 'Stellar'}]",5,3
20176,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,finnzvgc,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'tornadus', 'name': 'Tornadus', 'item': 'Covert Cloak', 'ability': 'Prankster', 'attacks': ['Tailwind', 'Bleakwind Storm', 'Rain Dance', 'Taunt'], 'tera': 'Dark'}, {'id': 'terapagos', 'name': 'Terapagos', 'item': 'Choice Specs', 'ability': 'Tera Shift', 'attacks': ['Tera Starstorm', 'Earth Power', 'Ice Beam', 'Hyper Beam'], 'tera': 'Stellar'}, {'id': 'rillaboom', 'name': 'Rillaboom', 'item': 'Assault Vest', 'ability': 'Grassy Surge', 'attacks': ['Grassy Glide', 'U-turn', 'Wood Hammer', 'Fake Out'], 'tera': 'Normal'}, {'id': 'incineroar', 'name': 'Incineroar', 'item': 'Safety Goggles', 'ability': 'Intimidate', 'attacks': ['Knock Off', 'Flare Blitz', 'Parting Shot', 'Fake Out'], 'tera': 'Ghost'}, {'id': 'urshifu-rapid-strike', 'name': 'Rapid Strike Urshifu', 'item': 'Mystic Water', 'ability': 'Unseen Fist', 'attacks': ['Surging Strikes', 'Close Combat', 'Aqua Jet', 'Protect'], 'tera': 'Grass'}, {'id': 'chien-pao', 'name': 'Chien-Pao', 'item': 'Focus Sash', 'ability': 'Sword of Ruin', 'attacks': ['Icicle Crash', 'Sucker Punch', 'Sacred Sword', 'Protect'], 'tera': 'Stellar'}]",5,3
20177,SpearPillar S/V Cart Tour #25 - Reg G,No-Oficial,ddxd,https://play.limitlesstcg.com/api/tournaments/65dbf1cf2d9f6e08232b1a4e/pairings,"[{'id': 'zamazenta-crowned', 'name': 'Zamazenta', 'item': 'Rusted Shield', 'ability': 'Dauntless Shield', 'attacks': ['Body Press', 'Iron Defense', 'Behemoth Bash', 'Wide Guard'], 'tera': 'Water'}, {'id': 'incineroar', 'name': 'Incineroar', 'item': 'Sitrus Berry', 'ability': 'Intimidate', 'attacks': ['Fake Out', 'Parting Shot', 'Flare Blitz', 'Knock Off'], 'tera': 'Ghost'}, {'id': 'rillaboom', 'name': 'Rillaboom', 'item': 'Assault Vest', 'ability': 'Grassy Surge', 'attacks': ['Grassy Glide', 'Wood Hammer', 'Knock Off', 'Fake Out'], 'tera': 'Fire'}, {'id': 'flutter-mane', 'name': 'Flutter Mane', 'item': 'Booster Energy', 'ability': 'Protosynthesis', 'attacks': ['Moonblast', 'Dazzling Gleam', 'Shadow Ball', 'Icy Wind'], 'tera': 'Fairy'}, {'id': 'urshifu', 'name': 'Urshifu', 'item': 'Focus Sash', 'ability': 'Unseen Fist', 'attacks': ['Wicked Blow', 'Sucker Punch', 'Close Combat', 'Detect'], 'tera': 'Dark'}, {'id': 'raging-bolt', 'name': 'Raging Bolt', 'item': 'Leftovers', 'ability': 'Protosynthesis', 'attacks': ['Thunderclap', 'Calm Mind', 'Protect', 'Dragon Pulse'], 'tera': 'Electric'}]",5,3
