ID,Ronda,Rival,Resultado
20038,1,empoleonvgv,Win
20038,2,shigato,Loss
20039,1,kenepa21,Loss
20039,2,nerfganon,Win
20039,3,usagifoo,Loss
20040,1,dingusbeer,Win
20040,2,dragonairjordan,Loss
20040,3,breloomboi,Loss
20041,1,patillac,Win
20041,2,saelzi,Loss
20041,3,iktan,Loss
20041,4,cogao,Loss
20042,1,breloomboi,Loss
20042,2,empoleonvgv,Win
20043,1,embarking,Loss
20043,2,cpm,Win
20043,3,maiuri,Loss
20044,1,itsglitzky,Win
20045,1,iheartrammenstien,Win
20046,1,fofer,Loss
20047,1,sherpa,Loss
20048,1,1dayy,Loss
20049,1,cocona,Loss
20049,2,chrxnic,Loss
20050,1,talonlies,Loss
20050,2,usagifoo,Loss
20051,1,block7,Loss
20052,1,thegamedex,Loss
20052,2,cogao,Loss
20052,3,joao,Loss
20053,1,shigato,Loss
20053,2,katatatat,Loss
20053,3,dinomike,Loss
20054,1,cromo,Loss
20054,2,paliq,Loss
20055,1,maiuri,Loss
20056,1,jzvictini,Loss
20056,2,jay49,Loss
20057,1,zardx20181,Loss
20058,1,gabbvgc,Loss
20059,1,arca9,Win
20059,2,prolegenz,Loss
20059,3,stonestormvgc,Win
20059,4,pomelo,Win
20059,5,tommeevgc,Win
20059,T4-2,nik993,Win
20059,T2-1,prolegenz,Win
20060,1,camlove123,Win
20060,2,kotori,Win
20060,3,tommeevgc,Win
20060,4,bonez1435,Win
20060,5,nik993,Win
20060,T4-1,shortbreaddread,Win
20060,T2-1,kotori,Loss
20061,1,jhinting,Win
20061,2,jay49,Win
20061,3,shortbreaddread,Win
20061,4,wpinkiepiee,Win
20061,5,prolegenz,Loss
20061,T4-2,kotori,Loss
20062,1,flopperwilly,Win
20062,2,thegame,Win
20062,3,nik993,Loss
20062,4,soyelgunzo,Win
20062,5,stonestormvgc,Win
20062,T4-1,prolegenz,Loss
20063,1,specialnabbit,Win
20063,2,shortbreaddread,Loss
20063,3,shocolate,Win
20063,4,fubaki,Win
20063,5,wpinkiepiee,Win
20064,1,ijustwantmewtwo,Win
20064,2,shocolate,Win
20064,3,prolegenz,Loss
20064,4,lootvgc,Win
20064,5,kotori,Loss
20065,1,lurzuk,Win
20065,2,fubaki,Win
20065,3,1dayy,Win
20065,4,nik993,Loss
20065,5,thegame,Loss
20066,1,paydayvgc,Win
20066,2,soyelgunzo,Win
20066,3,kotori,Loss
20066,4,migglevgc,Win
20066,5,shortbreaddread,Loss
20067,1,pazitas,Loss
20067,2,thesleepyshuckle,Win
20067,3,pomelo,Loss
20067,4,paydayvgc,Win
20067,5,soyelgunzo,Win
20068,1,jay49,Loss
20068,2,lootvgc,Win
20068,3,zeonser,Win
20068,4,prolegenz,Loss
20068,5,fubaki,Win
20069,DROP,DROP,DROP
20069,2,lurzuk,Win
20069,3,lilirving29,Win
20069,4,kotori,Loss
20069,5,paydayvgc,Win
20070,1,cromo,Win
20070,2,tommeevgc,Loss
20070,3,thegame,Loss
20070,4,poketrainer86,Win
20070,5,thesleepyshuckle,Win
20071,1,lilirving29,Win
20071,2,lelandvgc,Win
20072,DROP,DROP,DROP
20072,2,migglevgc,Win
20072,3,wpinkiepiee,Loss
20073,1,zeonser,Win
20073,2,stonestormvgc,Loss
20073,3,flopperwilly,Win
20073,4,shortbreaddread,Loss
20073,5,lilirving29,Loss
20074,1,lootvgc,Win
20074,2,wpinkiepiee,Loss
20074,3,paydayvgc,Win
20074,4,thegame,Loss
20074,5,bonez1435,Loss
20075,1,thesleepyshuckle,Win
20075,2,1dayy,Loss
20075,3,hazevgc,Win
20075,4,stonestormvgc,Loss
20076,1,fubaki,Loss
20076,2,bonez1435,Loss
20076,DROP,DROP,DROP
20076,4,tommeevgc,Loss
20076,5,poketrainer86,Win
20077,1,migglevgc,Loss
20077,2,lilirving29,Loss
20077,3,lurzuk,Win
20077,4,ijustwantmewtwo,Win
20077,5,shocolate,Loss
20078,1,bonez1435,Win
20078,2,nik993,Loss
20079,1,poketrainer86,Win
20079,2,pazitas,Loss
20080,1,stonestormvgc,Loss
20080,2,specialnabbit,Win
20080,3,fubaki,Loss
20080,4,lilirving29,Loss
20080,5,pomelo,Loss
20081,1,shortbreaddread,Loss
20081,2,camlove123,Win
20081,3,soyelgunzo,Loss
20082,1,soyelgunzo,Loss
20082,2,ijustwantmewtwo,Win
20082,3,bonez1435,Loss
20083,1,tommeevgc,Loss
20083,2,zeonser,Loss
20083,3,poketrainer86,Win
20083,4,thesleepyshuckle,Loss
20084,DROP,DROP,DROP
20084,2,poketrainer86,Win
20084,3,migglevgc,Loss
20085,1,nik993,Loss
20086,1,kotori,Loss
20087,1,prolegenz,Loss
20087,2,flopperwilly,Loss
20088,1,shocolate,Loss
20089,1,wpinkiepiee,Loss
20089,2,pomelo,Loss
20089,3,thesleepyshuckle,Loss
20090,1,thegame,Loss
20090,2,paydayvgc,Loss
20091,1,lelandvgc,Loss
20091,2,hazevgc,Loss
20091,3,ijustwantmewtwo,Loss
20091,4,shocolate,Loss
20091,5,lootvgc,Loss
20092,1,martinique,Win
20092,2,gengarismad,Loss
20092,3,toxiccrusader48,Win
20092,4,supernova,Win
20092,5,mentalsyndrome,Win
20092,6,joboherewego,Win
20092,7,a0deko,Loss
20092,T16-6,alphamystogan,Win
20092,T4-2,thurmos,Win
20092,T2-1,stonestormvgc,Win
20092,T8-3,tkl,Win
20093,1,bbrooks27,Win
20093,2,toxiccrusader48,Win
20093,3,alexvgc2001,Loss
20093,4,llanohernandez,Win
20093,5,migglevgc,Win
20093,6,basicrd,Win
20093,7,eddie,Loss
20093,T8-1,eddielr24,Win
20093,T16-2,migglevgc,Win
20093,T4-1,bassfes,Win
20093,T2-1,renata,Loss
20094,1,tostadojr8,Win
20094,2,lanternlamp,Win
20094,3,whiskeyscoob,Win
20094,4,mentalsyndrome,Win
20094,5,tkl,Win
20094,6,gengarismad,Loss
20094,7,eddielr24,Loss
20094,T8-2,a0deko,Win
20094,T16-4,lacataka_222,Win
20094,T4-1,stonestormvgc,Loss
20095,1,alphamystogan,Loss
20095,2,pokebattlerq,Win
20095,3,pokegod70419,Win
20095,4,amazingmandrew,Loss
20095,5,orangesteve,Win
20095,6,swamp,Win
20095,7,joboherewego,Win
20095,T16-7,gengarismad,Win
20095,T4-2,renata,Loss
20095,T8-4,basicrd,Win
20096,1,lacataka_222,Win
20096,2,specialnabbit,Win
20096,3,eddie,Win
20096,4,gengarismad,Loss
20096,5,shnipe,Win
20096,6,strongindependentblackcat,Win
20096,7,bassfes,Win
20096,DROP,DROP,DROP
20096,T8-1,stonestormvgc,Loss
20097,1,silverdragon550,Win
20097,2,basicrd,Win
20097,3,samuvgc93,Win
20097,4,migglevgc,Win
20097,5,bassfes,Loss
20097,6,eddie,Win
20097,7,gengarismad,Win
20097,DROP,DROP,DROP
20097,T8-3,renata,Loss
20098,1,nambu,Win
20098,2,joboherewego,Loss
20098,3,specialnabbit,Win
20098,4,xchunkzx102,Win
20098,5,speedyntj,Win
20098,6,aioncr,Win
20098,7,renata,Win
20098,T16-3,thatguyz,Win
20098,T8-2,bassfes,Loss
20099,1,supernova,Win
20099,2,tkl,Loss
20099,3,orangesteve,Win
20099,4,titania,Win
20099,5,alphamystogan,Win
20099,6,stonestormvgc,Loss
20099,7,strongindependentblackcat,Win
20099,T16-8,eddie,Win
20099,T8-4,thurmos,Loss
20100,1,wakka,Win
20100,2,renata,Win
20100,3,cromo,Win
20100,4,eddielr24,Win
20100,5,aioncr,Win
20100,6,bassfes,Win
20100,7,tkl,Loss
20100,T16-7,thurmos,Loss
20101,1,thurmos,Win
20101,2,wdmichael,Win
20101,3,amazingmandrew,Win
20101,4,aioncr,Loss
20101,5,basicrd,Loss
20101,6,shnipe,Win
20101,7,mentalsyndrome,Win
20101,T16-6,renata,Loss
20102,1,blackjs12,Win
20102,2,voidbunny123,Win
20102,3,joboherewego,Win
20102,4,tkl,Loss
20102,5,stonestormvgc,Loss
20102,6,disobedient,Win
20102,7,wdmichael,Win
20102,T16-2,stonestormvgc,Loss
20103,1,fridgepanda26,Win
20103,2,zacksacred09,Win
20103,3,eddielr24,Loss
20103,4,ajsdaddy,Win
20103,5,samuvgc93,Win
20103,6,tkl,Loss
20103,7,stonestormvgc,Win
20103,T16-8,basicrd,Loss
20104,1,eddielr24,Loss
20104,2,chris1012,Win
20104,3,wdmichael,Win
20104,4,joboherewego,Loss
20104,5,nambu,Win
20104,6,samuvgc93,Win
20104,7,blackjs12,Win
20104,T16-4,bassfes,Loss
20105,1,vtkrrishblaze23,Win
20105,2,jeanryupr,Win
20105,3,aioncr,Loss
20105,4,datguyjimmeh,Win
20105,5,joboherewego,Loss
20105,6,supernova,Win
20105,7,speedyntj,Win
20105,T16-3,a0deko,Loss
20106,1,disobedient,Win
20106,2,alftamayo,Win
20106,3,thatguyz,Win
20106,4,alphamystogan,Win
20106,5,gengarismad,Loss
20106,6,a0deko,Loss
20107,1,patillac,Win
20107,2,a0deko,Win
20107,3,migglevgc,Loss
20107,4,lacataka_222,Win
20107,5,thatguyz,Win
20107,6,renata,Loss
20107,7,thurmos,Loss
20108,1,shnipe,Win
20108,2,mentalsyndrome,Loss
20108,3,nambu,Win
20108,4,mkennedy,Win
20108,5,a0deko,Loss
20108,6,amazingmandrew,Win
20108,7,thatguyz,Loss
20109,1,pokegod70419,Win
20109,2,speedyntj,Win
20109,3,datguyjimmeh,Win
20109,4,bassfes,Loss
20109,5,renata,Loss
20109,6,titania,Win
20109,7,alphamystogan,Loss
20110,1,cheeseb0y,Win
20110,2,alphamystogan,Loss
20110,3,lacataka_222,Loss
20110,4,weegie_pie,Win
20110,5,ajsdaddy,Win
20110,6,danko,Win
20110,7,migglevgc,Loss
20111,1,aioncr,Loss
20111,2,danko,Loss
20111,3,cheeseb0y,Win
20111,4,specialnabbit,Win
20111,5,datguyjimmeh,Win
20111,6,migglevgc,Loss
20111,7,samuvgc93,Win
20112,1,xchunkzx102,Loss
20112,2,ijustwantmewtwo,Win
20112,3,voidbunny123,Win
20112,4,basicrd,Loss
20112,5,jeanryupr,Win
20112,6,mentalsyndrome,Loss
20112,7,supernova,Win
20113,1,migglevgc,Loss
20113,2,supernova,Loss
20113,3,bbrooks27,Win
20113,4,vtkrrishblaze23,Win
20113,5,mkennedy,Win
20113,6,tostadojr8,Win
20113,7,lacataka_222,Loss
20114,1,toxiccrusader48,Loss
20114,2,soul1,Win
20114,3,bpage412,Win
20114,4,martinique,Win
20114,5,amazingmandrew,Win
20114,6,eddielr24,Loss
20114,7,basicrd,Loss
20115,1,datguyjimmeh,Loss
20115,2,saiyanbush,Win
20115,3,jeanryupr,Win
20115,4,speedyntj,Loss
20115,5,blackjs12,Loss
20115,6,nambu,Win
20115,7,tostadojr8,Win
20116,1,alftamayo,Loss
20116,2,swamp,Loss
20116,3,weegie_pie,Loss
20116,4,oggeese,Win
20116,5,ijustwantmewtwo,Win
20116,6,datguyjimmeh,Win
20116,7,ajsdaddy,Win
20117,1,chalkvgc,Loss
20117,2,cheeseb0y,Win
20117,3,llanohernandez,Loss
20117,4,tostadojr8,Loss
20117,5,weegie_pie,Win
20117,6,cromo,Win
20117,7,jeanryupr,Win
20118,1,pokebattlerq,Win
20118,2,xchunkzx102,Win
20118,3,tkl,Loss
20118,4,danko,Win
20118,5,eddie,Loss
20118,6,lacataka_222,Loss
20118,7,disobedient,Loss
20119,1,basicrd,Loss
20119,2,blackjs12,Win
20119,3,swamp,Win
20119,4,renata,Loss
20119,5,llanohernandez,Win
20119,6,thatguyz,Loss
20119,7,titania,Loss
20120,1,shocolate,Win
20120,2,ajsdaddy,Win
20120,3,alphamystogan,Loss
20120,4,thurmos,Win
20120,5,strongindependentblackcat,Loss
20120,6,speedyntj,Loss
20121,1,speedyntj,Loss
20121,2,tostadojr8,Win
20121,3,mcreethan,Win
20121,4,cromo,Win
20121,5,eddielr24,Loss
20121,6,alphamystogan,Loss
20122,1,mcreethan,Win
20122,2,eddielr24,Loss
20122,3,a0deko,Loss
20122,4,disobedient,Loss
20122,5,saiyanbush,Win
20122,6,jeanryupr,Loss
20122,7,chris1012,Win
20123,1,mkennedy,Win
20123,2,chalkvgc,Win
20123,3,mentalsyndrome,Loss
20123,4,thatguyz,Loss
20123,5,disobedient,Loss
20123,6,israelfm,Loss
20123,7,cromo,Win
20124,1,bassfes,Loss
20124,2,shnipe,Loss
20124,3,soul1,Win
20124,4,dwood8,Win
20124,5,cromo,Win
20124,6,blackjs12,Loss
20124,7,mkennedy,Loss
20125,1,soul1,Win
20125,2,scaryterry96,Win
20125,3,stonestormvgc,Win
20126,1,weegie_pie,Win
20126,2,thatguyz,Loss
20126,3,mkennedy,Loss
20126,4,chalkvgc,Win
20126,5,titania,Loss
20126,6,specialnabbit,Win
20126,7,dwood8,Loss
20127,1,bpage412,Loss
20127,2,israelfm,Win
20127,3,supernova,Loss
20127,4,wakka,Win
20127,5,pokebattlerq,Win
20127,6,thurmos,Loss
20128,1,oggeese,Win
20128,2,amazingmandrew,Loss
20128,3,shocolate,Win
20128,4,eddie,Loss
20128,5,wdmichael,Loss
20128,6,martinique,Win
20128,7,israelfm,Loss
20129,1,orangesteve,Loss
20129,2,disobedient,Win
20129,3,lanternlamp,Win
20129,4,samuvgc93,Loss
20129,5,martinique,Win
20129,6,wdmichael,Loss
20130,1,whiskeyscoob,Loss
20130,2,titania,Loss
20130,3,vtkrrishblaze23,Loss
20130,4,chris1012,Win
20130,5,israelfm,Loss
20130,6,oggeese,Win
20130,7,martinique,Win
20131,1,danko,Win
20131,2,whiskeyscoob,Loss
20131,3,basicrd,Loss
20131,4,zacksacred09,Win
20131,5,thurmos,Loss
20132,1,a0deko,Loss
20132,2,sabasaber,Win
20132,3,speedyntj,Loss
20132,4,pokegod70419,Win
20132,5,lacataka_222,Loss
20132,6,mkennedy,Loss
20133,1,titania,Win
20133,2,samuvgc93,Loss
20133,3,chalkvgc,Win
20133,4,a0deko,Loss
20134,1,ijustwantmewtwo,Win
20134,2,orangesteve,Win
20134,3,bassfes,Loss
20135,1,israelfm,Win
20135,2,aioncr,Loss
20135,3,wakka,Win
20136,1,cool132,Win
20136,2,bpage412,Win
20136,3,gengarismad,Loss
20136,4,shnipe,Loss
20136,5,tostadojr8,Loss
20136,6,dwood8,Loss
20136,7,datguyjimmeh,Loss
20137,1,samuvgc93,Loss
20137,2,thurmos,Loss
20137,DROP,DROP,DROP
20137,4,shocolate,Win
20137,5,swamp,Loss
20138,1,voidbunny123,Loss
20138,2,oggeese,Win
20138,3,dwood8,Win
20138,4,stonestormvgc,Loss
20138,5,supernova,Loss
20139,1,renata,Loss
20139,2,fridgepanda26,Win
20139,3,zacksacred09,Win
20139,4,strongindependentblackcat,Loss
20139,5,danko,Loss
20139,6,ajsdaddy,Loss
20139,7,ijustwantmewtwo,Loss
20140,1,cromo,Loss
20140,2,mcreethan,Loss
20140,3,oggeese,Loss
20140,4,saiyanbush,Loss
20140,DROP,DROP,DROP
20140,6,chris1012,Loss
20140,DROP,DROP,DROP
20141,1,strongindependentblackcat,Win
20141,2,stonestormvgc,Loss
20141,3,renata,Loss
20142,1,saiyanbush,Win
20142,2,alexvgc2001,Loss
20143,1,gengarismad,Loss
20143,2,bbrooks27,Win
20143,3,alftamayo,Loss
20143,4,swamp,Loss
20144,1,llanohernandez,Win
20144,2,migglevgc,Loss
20144,3,titania,Loss
20145,1,thatguyz,Loss
20145,2,shocolate,Loss
20145,3,ijustwantmewtwo,Win
20145,4,blackjs12,Loss
20146,1,chris1012,Win
20146,2,bassfes,Loss
20146,3,danko,Loss
20147,1,dwood8,Win
20147,2,datguyjimmeh,Loss
20147,3,xchunkzx102,Loss
20147,4,jeanryupr,Loss
20148,1,jeanryupr,Loss
20148,2,pokegod70419,Loss
20148,3,israelfm,Win
20148,4,wdmichael,Loss
20148,5,dwood8,Loss
20149,1,mentalsyndrome,Loss
20149,2,weegie_pie,Win
20149,3,thurmos,Loss
20149,4,nambu,Loss
20150,1,swamp,Win
20150,2,cromo,Loss
20150,3,strongindependentblackcat,Loss
20151,1,sabasaber,Win
20151,2,eddie,Loss
20151,3,martinique,Loss
20151,4,orangesteve,Loss
20152,1,specialnabbit,Loss
20152,2,cool132,Win
20152,3,shnipe,Loss
20153,1,amazingmandrew,Loss
20153,2,vtkrrishblaze23,Win
20153,3,ajsdaddy,Loss
20153,4,pokebattlerq,Loss
20154,1,scaryterry96,Loss
20154,2,mkennedy,Loss
20154,3,chris1012,Loss
20154,4,cool132,Loss
20154,5,specialnabbit,Loss
20154,DROP,DROP,DROP
20154,7,oggeese,Loss
20155,1,tkl,Loss
20156,1,alexvgc2001,Loss
20156,2,strongindependentblackcat,Loss
20156,3,tostadojr8,Loss
20157,1,joboherewego,Loss
20158,1,wdmichael,Loss
20158,2,dwood8,Loss
20158,3,disobedient,Loss
20159,1,stonestormvgc,Loss
20159,2,wakka,Loss
20159,3,blackjs12,Loss
20160,1,eddie,Loss
20160,2,martinique,Loss
20161,1,lanternlamp,Loss
20161,2,lacataka_222,Loss
20161,3,saiyanbush,Loss
20161,4,ijustwantmewtwo,Loss
20161,5,oggeese,Loss
20161,6,cool132,Loss
20161,7,specialnabbit,Loss
20162,1,ajsdaddy,Loss
20162,2,llanohernandez,Loss
20162,3,cool132,Loss
20162,4,israelfm,Loss
20162,5,chris1012,Loss
20162,6,ijustwantmewtwo,Loss
20162,7,saiyanbush,Loss
20163,1,zacksacred09,Loss
20163,2,nambu,Loss
20164,1,edradical,Win
20164,2,ariesxvgc,Win
20164,3,ddxd,Win
20164,4,dosei,Win
20164,5,bwenty,Loss
20164,6,crestofhope,Loss
20164,T8-3,bwenty,Win
20164,T16-6,crestofhope,Win
20164,T32-12,boonrd,Win
20164,T4-2,daazak,Win
20164,T2-1,tomma,Win
20165,1,axelcrow,Win
20165,2,inkevin,Win
20165,3,pakoglitch,Win
20165,4,lorenzaooooo,Win
20165,5,daazak,Win
20165,6,koonky2,Win
20165,DROP,DROP,DROP
20165,T16-1,finnzvgc,Win
20165,T8-1,ariesxvgc,Win
20165,T4-1,pontusvgc,Win
20165,T2-1,saikovgc,Loss
20166,1,jhinting,Win
20166,2,rextone,Win
20166,3,fofer,Win
20166,4,vordero,Win
20166,5,tomma,Loss
20166,6,eacrow,Win
20166,DROP,DROP,DROP
20166,T16-7,pakoglitch,Win
20166,T8-4,ducelimone,Win
20166,T4-2,saikovgc,Loss
20167,1,sirox,Win
20167,2,simipour,Loss
20167,3,cromo,Win
20167,4,pakoglitch,Win
20167,5,eacrow,Loss
20167,6,chronic,Win
20167,T32-8,chuybreton,Win
20167,T8-2,koonky2,Win
20167,T16-4,lerotri,Win
20167,T4-1,tomma,Loss
20168,1,pallante960,Win
20168,2,dimonutive,Win
20168,3,ducelimone,Win
20168,4,jido,Win
20168,5,saikovgc,Win
20168,6,chuybreton,Win
20168,DROP,DROP,DROP
20168,T16-5,ddxd,Win
20168,T8-3,saikovgc,Loss
20169,1,slimeyxd,Win
20169,2,overtonw1nd0w,Win
20169,3,fxnrir,Win
20169,4,lerotri,Win
20169,5,manudella,Win
20169,6,tomma,Loss
20169,DROP,DROP,DROP
20169,T16-3,pyprod,Win
20169,T8-2,pontusvgc,Loss
20170,1,specialnabbit,Win
20170,2,chuybreton,Win
20170,3,bwenty,Loss
20170,4,simipour,Win
20170,5,ludo974,Win
20170,6,finnzvgc,Win
20170,T8-4,daazak,Loss
20170,DROP,DROP,DROP
20170,T16-8,mrawesome,Win
20171,1,sakureon,Win
20171,2,saikovgc,Loss
20171,3,sirox,Win
20171,4,voidbunny123,Win
20171,5,fakegiovanni,Win
20171,6,pyprod,Win
20171,DROP,DROP,DROP
20171,T16-2,falcia,Win
20171,T8-1,tomma,Loss
20172,1,wakka,Win
20172,2,rpjoca,Win
20172,3,mirorbvgc,Win
20172,4,koonky2,Loss
20172,5,mrawesome,Win
20172,6,vordero,Win
20172,DROP,DROP,DROP
20172,T16-4,pontusvgc,Loss
20173,1,magikman,Win
20173,2,vordero,Loss
20173,3,inkevin,Win
20173,4,irisfiredragonq,Win
20173,5,boonrd,Win
20173,6,saikovgc,Win
20173,DROP,DROP,DROP
20173,T16-6,saikovgc,Loss
20174,1,voidbunny123,Win
20174,2,irisfiredragonq,Win
20174,3,vordero,Loss
20174,4,dimonutive,Win
20174,5,ddxd,Win
20174,6,ariesxvgc,Loss
20174,T16-3,koonky2,Loss
20174,T32-6,rextone,Win
20175,1,hayato,Win
20175,2,exonarf,Win
20175,3,tomma,Loss
20175,4,pontusvgc,Loss
20175,5,patillac,Win
20175,6,kodebeast,Win
20175,T16-7,daazak,Loss
20175,T32-14,kidkat,Win
20176,1,br232425033,Win
20176,2,yuanyo,Win
20176,3,yblank,Win
20176,4,manudella,Loss
20176,5,jido,Win
20176,6,ducelimone,Loss
20176,T32-2,jido,Win
20176,T16-1,tomma,Loss
20177,1,kiing2016,Win
20177,2,okiedokiesmokie,Win
20177,3,saikovgc,Loss
20177,4,kodebeast,Win
20177,5,pyprod,Loss
20177,6,viophoenixvgc,Win
20177,T16-5,bwenty,Loss
20177,T32-10,manudella,Win
20178,1,exonarf,Loss
20178,2,wakka,Win
20178,3,joey_vgc,Win
20178,4,falcia,Win
20178,5,lerotri,Loss
20178,6,fakegiovanni,Win
20178,T16-8,ducelimone,Loss
20178,T32-16,eacrow,Win
20179,1,pieratvgc,Loss
20179,2,kiing2016,Win
20179,3,sssnakefarm,Win
20179,4,mrawesome,Loss
20179,5,sirox,Win
20179,6,okiedokiesmokie,Win
20179,T16-2,ariesxvgc,Loss
20179,T32-4,vordero,Win
20180,1,boonrd,Win
20180,2,crestofhope,Win
20180,3,pyprod,Win
20180,4,daazak,Loss
20180,5,chronic,Win
20180,6,lerotri,Loss
20180,T32-4,falcia,Loss
20181,1,jadedragon61,Win
20181,2,kidkat,Win
20181,3,manudella,Loss
20181,4,viophoenixvgc,Win
20181,5,pontusvgc,Win
20181,6,daazak,Loss
20181,T32-16,mrawesome,Loss
20182,1,roth0lrg,Win
20182,2,ducelimone,Loss
20182,3,ilsommo,Win
20182,4,yblank,Win
20182,5,overtonw1nd0w,Win
20182,6,bwenty,Loss
20182,T32-8,pontusvgc,Loss
20183,1,hihatvgc,Win
20183,2,hidan,Win
20183,3,eacrow,Win
20183,4,finnzvgc,Win
20183,5,koonky2,Loss
20183,T32-10,ddxd,Loss
20184,1,joey_vgc,Win
20184,2,robbie,Win
